"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","GeneSymbol","Chromosome","Strand","Class"
"ENSG00000087074",1782.58402035325,0.686237198630965,0.072483157496603,1.37023106463274e-22,1.84734552133786e-18,"PPP1R15A","19:48872421-48876058","+","protein_coding"
"ENSG00000107984",6233.76329817805,0.385429326391182,0.0439836308535043,9.45807883642542e-20,6.37569094363438e-16,"DKK1","10:52314281-52318042","+","protein_coding"
"ENSG00000177606",1822.34621711188,-0.453801639635653,0.060739904494775,3.61064980385919e-15,1.62262602185432e-11,"JUN","1:58780788-58784327","-","protein_coding"
"ENSG00000116285",4012.5233301008,0.346728758442676,0.0471308120879222,9.42075951400159e-15,3.17526699419424e-11,"ERRFI1","1:8004404-8026309","-","protein_coding"
"ENSG00000180530",2209.85272413823,0.467627528959023,0.0681264536909476,3.25656584903848e-13,8.78100415534735e-10,"NRIP1","21:14961235-15065936","-","protein_coding"
"ENSG00000168209",4379.93411026494,-0.348911551112196,0.0515345854928581,6.18754761443475e-13,1.39034194896349e-09,"DDIT4","10:72273924-72276036","+","protein_coding"
"ENSG00000100650",3005.98622588806,0.311847998271637,0.0521426785269101,1.06901149407277e-10,1.81881998598292e-07,"SRSF5","14:69726900-69772005","+","protein_coding"
"ENSG00000204389",8736.24369709206,-0.350474558454368,0.0586122858484092,1.0792582619688e-10,1.81881998598292e-07,"HSPA1A","6:31815464-31817946","+","protein_coding"
"ENSG00000164442",410.524192713513,0.680360819742116,0.117472184888726,3.18933372378216e-10,4.77762191822568e-07,"CITED2","6:139371807-139374648","-","protein_coding"
"ENSG00000173334",942.15302651152,0.485455288660387,0.0848347305217553,4.8982157890246e-10,6.60377452676297e-07,"TRIB1","8:125430358-125438403","+","protein_coding"
"ENSG00000248527",9550.85797579619,-0.303763016351296,0.0549450350633198,1.52255030788031e-09,1.86609302280385e-06,"MTATP6P1","1:633696-634376","+","unprocessed_pseudogene"
"ENSG00000237973",7546.22346854838,-0.365123733420931,0.0668457262633513,2.15488282307829e-09,2.42101085172846e-06,"MTCO1P12","1:631074-632616","+","unprocessed_pseudogene"
"ENSG00000110172",2496.52367425529,-0.36494506157172,0.0677301203497272,3.26308693145255e-09,3.38407215460333e-06,"CHORDC1","11:90200429-90223077","-","protein_coding"
