"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","GeneSymbol","Chromosome","Strand","Class"
"ENSG00000239704",92.355646180379,-5.83196560736484,0.520690138365249,3.53015260229093e-29,6.64127609068992e-25,"CDRT4","17:15436015-15503608","-","protein_coding"
"ENSG00000273184",10.334600933606,7.11586035970837,2.63372946159944,5.66681950374206e-07,0.00533049376619497,"AC010655.4","7:128455840-128493859","+","lncRNA"
"ENSG00000222041",1361.0805825313,0.312982789091244,0.0758701515444561,1.45880177837126e-06,0.00914814595216618,"CYTOR","2:87454781-87636740","+","lncRNA"
"ENSG00000287542",9.48349885167188,-0.000443737038619093,0.0112089987679374,3.79293552833286e-06,0.0178391240236315,"AC098582.1","4:88523810-88708450","+","protein_coding"
"ENSG00000173812",12899.7427856197,0.142319240793234,0.0369212210244206,4.8785784833873e-06,0.0183561394015931,"EIF1","17:41688885-41692668","+","protein_coding"
"ENSG00000213145",5601.2690490403,0.209606857073609,0.0555737946855604,6.34378540504185e-06,0.0198909391375087,"CRIP1","14:105486317-105488947","+","protein_coding"
"ENSG00000257524",57.3751844858581,-1.24133264474882,0.340737344832596,9.95426006725105e-06,0.0267527849493134,"AL157935.2","9:127867850-127906022","-","protein_coding"
"ENSG00000100650",2715.59894199495,0.196966244991768,0.0549521499641621,1.27620913955374e-05,0.0300116531780307,"SRSF5","14:69726900-69772005","+","protein_coding"
"ENSG00000167615",2792.54126256642,0.226741974946649,0.0643409781504767,1.58185552342279e-05,0.033066053291281,"LENG8","19:54448887-54462037","+","protein_coding"
"ENSG00000177700",5992.81211834717,0.18568761526232,0.0534778219727253,1.93377553466894e-05,0.0363801191337267,"POLR2L","11:837356-842529","-","protein_coding"
"ENSG00000124208",165.842958275947,-0.640414971268404,0.190061151430852,2.66710098909445e-05,0.0418056035536727,"TMEM189-UBE2V1","20:50081124-50153637","-","protein_coding"
"ENSG00000213999",39.644171314674,-1.43675002523853,0.428650592406688,2.88881542655475e-05,0.0418056035536727,"MEF2B","19:19145567-19192131","-","protein_coding"
"ENSG00000248527",9262.8817341034,-0.193371731677796,0.0575114798172866,2.68098464142186e-05,0.0418056035536727,"MTATP6P1","1:633696-634376","+","unprocessed_pseudogene"
"ENSG00000267303",5.58337341042232,-0.000403597476293327,0.0112066519604263,4.24077393189844e-05,0.0569869142720038,"AC011511.4","19:10315471-10320678","-","protein_coding"
"ENSG00000144785",387.326839142032,0.407355637547562,0.128556622025575,5.28642323310754e-05,0.0663023201896348,"AC073896.1","12:56285916-56316059","-","protein_coding"
"ENSG00000241468",2845.13238616012,0.215177825516146,0.0700253481271462,7.3871797969828e-05,0.0868593834503984,"ATP5MF","7:99448475-99466331","-","protein_coding"
"ENSG00000072571",1706.68185710091,-0.193419396957074,0.0658912693748317,0.000110647540772593,0.115645121364155,"HMMR","5:163460203-163491941","+","protein_coding"
"ENSG00000115738",3631.99849812383,-0.185644749851151,0.0630191556174885,0.000109333951896209,0.115645121364155,"ID2","2:8678845-8684461","+","protein_coding"
"ENSG00000268083",4.73591254903518,-0.000346932000594037,0.0112038852407009,0.000127032541979332,0.125782274329325,"AC008982.1","19:38817471-38840178","-","protein_coding"
"ENSG00000178397",204.892559982979,-0.00012635277451327,0.0111972855201874,0.000153028870049024,0.143946606611615,"FAM220A","7:6329411-6348981","-","protein_coding"
"ENSG00000182774",25723.7399319758,0.133714493879421,0.0503930000820827,0.000266320036725217,0.227739947768705,"RPS17","15:82536750-82540459","-","protein_coding"
"ENSG00000280614",1183.8212638887,-0.000842937091619899,0.0112413040887098,0.000264676182790291,0.227739947768705,"FP236383.2","21:8393419-8394341","-","lncRNA"
"ENSG00000285053",208.682958148474,-0.00211543689992298,0.0114800070258479,0.000279172188765263,0.228350712488734,"TBCE","1:235328570-235448952","+","protein_coding"
"ENSG00000138182",1960.72149647785,-0.180501658878298,0.0691824782163598,0.00029255745576222,0.228771049444514,"KIF20B","10:89701610-89774939","+","protein_coding"
"ENSG00000214046",1251.3905866035,0.224243586108648,0.0870592916852441,0.000304006603737461,0.228771049444514,"SMIM7","19:16630751-16660442","-","protein_coding"
"ENSG00000100836",4451.20561425553,0.160993165007986,0.0637173318221582,0.000355063542540346,0.247400386141168,"PABPN1","14:23321289-23326185","+","protein_coding"
"ENSG00000111880",930.636916418322,-0.241316761187623,0.0954696393710196,0.000347420891452522,0.247400386141168,"RNGTT","6:88609897-88963618","-","protein_coding"
"ENSG00000225108",4.04417407903998,-0.000292753426407587,0.0112016432049079,0.000374317819708363,0.251501469363337,"ZBTB45P1","2:109986939-109988394","-","processed_pseudogene"
"ENSG00000226065",11.7592875977228,2.3892201681579,0.92690558132813,0.000431022714302089,0.279614838764317,"ZBTB45P2","2:110383112-110384642","+","processed_pseudogene"
"ENSG00000272752",286.401896286515,0.375957855981473,0.156850370776727,0.000472637703659348,0.296391103964777,"STAG3L5P-PVRIG2P-PILRB","7:100336104-100367831","+","lncRNA"
"ENSG00000257379",45.7555549012822,-0.000993394765161656,0.0112581720239836,0.000505439855265034,0.306736774100035,"AC023509.1","12:53441741-53467528","+","lncRNA"
