baseMean,log2FoldChange,lfcSE,pvalue,padj,Symbol
515.3858344,1.983778331,0.099121236,3.29E-90,5.82E-86,ABCA1
750.8372626,-1.847110708,0.100136198,4.81E-77,4.25E-73,CIT
829.0859595,-1.811988354,0.100986315,7.04E-73,4.15E-69,WDR62
694.9331808,-1.8577824,0.106618968,4.51E-69,2.00E-65,LOC100288637
490.7613294,-1.984364846,0.11692038,1.21E-65,4.28E-62,KIF18B
487.9851199,-2.012184677,0.119731433,1.24E-64,3.66E-61,DIAPH3
683.8121677,-1.801343169,0.111923598,8.81E-60,2.23E-56,HJURP
512.1887467,-1.848837215,0.119422212,2.39E-55,5.27E-52,MCM5
240.2762293,2.297452712,0.152128577,1.30E-52,2.55E-49,SULF2
502.5026388,-1.805565574,0.11971503,2.44E-52,4.32E-49,POLE
330.2060702,1.834519042,0.122536724,8.25E-52,1.33E-48,NABP1-OT1
422.0054306,-1.849454574,0.124699419,8.51E-51,1.25E-47,TICRR
479.9429851,-1.816881651,0.125107412,7.25E-49,9.86E-46,FANCI
369.406084,-2.011775816,0.139919384,6.12E-48,7.72E-45,POLQ
466.4868406,-2.004711218,0.139558256,8.67E-48,1.02E-44,ATAD2
2325.514674,0.977951455,0.068297047,2.10E-47,2.32E-44,BCL2L1
420.4483871,-1.79319458,0.126516722,1.50E-46,1.55E-43,NCAPG2
821.3754401,-1.139011919,0.080807114,3.38E-46,3.32E-43,PMEPA1
446.7536756,1.907309181,0.135648647,7.30E-46,6.79E-43,MAP2
213.1831482,2.360128584,0.170491054,1.11E-44,9.80E-42,KCNQ3
505.2544135,1.378614572,0.100959213,1.82E-43,1.53E-40,MBD5
474.6294531,1.511936023,0.111005756,2.99E-43,2.40E-40,FBN2
532.6675411,-1.815346046,0.13381128,5.44E-43,4.18E-40,MELK
613.1184507,-1.670973911,0.123569049,6.76E-43,4.98E-40,FANCA
275.5569031,-2.310239196,0.170812109,8.74E-43,6.18E-40,MYBL2
550.7514759,1.314241283,0.097276081,1.31E-42,8.90E-40,PURPL
313.0558232,-1.94890946,0.146242294,1.97E-41,1.29E-38,NCAPH
321.0133334,-2.117798009,0.159709304,2.91E-41,1.84E-38,TK1
627.5444316,1.781309877,0.134324385,3.17E-41,1.93E-38,CDKN1A
366.1167345,-1.795346114,0.135600491,4.60E-41,2.71E-38,CENPM
215.8711181,2.323376707,0.176918792,2.00E-40,1.14E-37,CYP3A5
409.8462405,-1.831499487,0.139868318,2.74E-40,1.52E-37,LMNB1
1617.152144,0.998521974,0.076074086,3.79E-40,2.03E-37,GLS
581.5075326,-1.279490758,0.098017952,5.43E-40,2.82E-37,ST6GAL2
94.06501534,3.660917824,0.281422674,1.45E-39,7.34E-37,FBXW10
1493.59564,1.866342451,0.144296435,2.13E-39,1.05E-36,MDM2
325.2228245,-1.963735856,0.151952121,2.46E-39,1.18E-36,KIF4A
296.3723951,-2.016688721,0.156103975,3.10E-39,1.44E-36,BLM
488.6134185,-1.510142191,0.116896641,3.40E-39,1.54E-36,BRIP1
382.907507,1.653605199,0.130152085,4.81E-38,2.13E-35,SPATA6L
466.5211061,-1.619737529,0.128608616,1.93E-37,8.31E-35,KNTC1
187.495272,2.379655181,0.19012347,7.13E-37,3.00E-34,ABCG1
537.5946117,-1.627180267,0.130772964,1.20E-36,4.93E-34,CEP128
322.5813654,-1.890443944,0.152276918,2.11E-36,8.48E-34,PRR11
249.7794331,1.884956701,0.15306891,6.08E-36,2.39E-33,TM4SF20
284.0266865,-1.990450213,0.162118261,1.08E-35,4.17E-33,ESPL1
364.8159041,1.894425916,0.1561811,2.90E-35,1.09E-32,CDRT1
443.4595663,-1.440695087,0.118394919,3.47E-35,1.28E-32,RTTN
235.808249,-2.097228362,0.172398524,4.87E-35,1.76E-32,FOXM1
555.39018,-1.325330552,0.108863579,5.64E-35,1.99E-32,ECT2
743.7059052,1.323412107,0.109621086,1.35E-34,4.67E-32,AKR1B1
434.6637756,-1.939662745,0.161501133,1.85E-34,6.29E-32,MIR924HG
186.0771209,1.835097942,0.155195191,2.24E-33,7.49E-31,LINC02532
484.4417353,-1.308206128,0.111668909,9.55E-33,3.13E-30,DNMT1
374.3701396,-1.513397151,0.129690111,1.42E-32,4.56E-30,CHAF1A
242.5590633,-1.834294358,0.156938613,1.45E-32,4.56E-30,MCM10
323.6851897,-1.629511195,0.14015391,2.60E-32,8.07E-30,CENPK
292.9882404,-1.634796299,0.141257555,3.73E-32,1.14E-29,UHRF1
211.2653983,1.74771587,0.151384895,6.96E-32,2.08E-29,LOC101929555
300.2229975,-1.594186308,0.138173466,7.65E-32,2.22E-29,XRCC3
594.2251031,-1.185414582,0.102625428,7.59E-32,2.22E-29,TCOF1
370.0039746,-1.574928674,0.136683372,7.97E-32,2.27E-29,CCNF
279.0830143,-1.68834665,0.147036777,1.38E-31,3.87E-29,NEIL3
1431.815517,1.161247246,0.101044501,1.47E-31,4.05E-29,ALDH3A1
801.0633116,-0.985125633,0.085296823,1.56E-31,4.24E-29,NSD2
222.5020755,-1.907977781,0.166703039,2.23E-31,5.97E-29,BIRC5
979.3032273,-1.028461105,0.090124124,3.13E-31,8.25E-29,WNT7B
406.0559441,-1.434112507,0.125918414,4.93E-31,1.28E-28,CEP72
807.3940193,-1.122278383,0.099636694,1.61E-30,4.12E-28,CDK5RAP2
270.860496,-1.814839806,0.161461877,2.36E-30,5.95E-28,E2F1
743.3495275,-1.25378328,0.111654176,2.76E-30,6.88E-28,POLA1
243.5353631,1.689863318,0.151340899,4.51E-30,1.11E-27,CDH1
207.5185763,-2.403280724,0.21572556,6.84E-30,1.66E-27,AURKB
306.1236906,-1.567571829,0.140978764,7.21E-30,1.72E-27,KIF22
237.7815326,-1.954598385,0.17617718,9.12E-30,2.15E-27,CDCA5
407.0707134,-1.452012824,0.13037068,1.10E-29,2.55E-27,RBL1
3423.0351,-0.677281751,0.060909482,1.83E-29,4.21E-27,DOCK5
256.3285429,-2.012033835,0.182300918,1.97E-29,4.46E-27,CDC45
968.0223641,-0.936034894,0.084070416,2.08E-29,4.65E-27,MYO19
345.1089048,1.403320471,0.127447072,2.94E-29,6.49E-27,PLAU
250.2060454,-1.675720107,0.153470143,7.07E-29,1.54E-26,MCM4
184.4258048,-1.982825655,0.181710658,8.43E-29,1.82E-26,MCM2
127.0808465,2.584688656,0.237386266,9.48E-29,2.02E-26,GRIN2C
325.9696579,-1.494362488,0.137341799,1.30E-28,2.74E-26,CENPO
250.2668721,-1.90171352,0.175203512,1.48E-28,3.08E-26,XRCC2
243.5543234,-1.768365644,0.163037625,1.89E-28,3.89E-26,DEPDC1B
538.876847,1.113847758,0.1025533,1.96E-28,3.99E-26,CYFIP2
192.2139845,-1.865791983,0.172491231,2.73E-28,5.49E-26,CDC6
331.1720582,-1.424657311,0.135037522,2.92E-27,5.80E-25,CDCA4
361.4519417,1.301676121,0.123448698,5.09E-27,1.00E-24,MAP4K3-DT
289.9998241,-1.686263938,0.16079114,7.20E-27,1.40E-24,PRC1
744.5922425,0.94949211,0.090135297,8.00E-27,1.54E-24,HAVCR1
520.8012235,-1.535561697,0.146873953,1.16E-26,2.20E-24,BRCA1
990.4641476,1.026155141,0.097725343,1.28E-26,2.41E-24,RND3
233.2183236,1.820574983,0.175125591,2.07E-26,3.85E-24,ANXA13
265.9212646,-1.915707529,0.183939502,2.43E-26,4.47E-24,KIF11
593.8052939,-1.034680804,0.098572593,2.69E-26,4.90E-24,FANCC
271.7296257,-1.505239346,0.145536755,5.44E-26,9.81E-24,BARD1
403.1862222,1.381510455,0.134055495,5.89E-26,1.05E-23,ANK3
418.4630668,-1.288316381,0.125215237,7.47E-26,1.32E-23,POLD1
449.9260424,-1.172528854,0.11397513,8.38E-26,1.47E-23,POLA2
578.9193766,1.062162121,0.103434892,1.11E-25,1.92E-23,DUSP16
311.1254004,-1.735607692,0.169553114,1.33E-25,2.29E-23,ANLN
171.7819671,1.727619006,0.169492816,1.68E-25,2.86E-23,KRT19
286.7514723,-1.685472204,0.165636713,1.97E-25,3.32E-23,CDCA2
569.2916136,1.088993276,0.106702179,2.00E-25,3.34E-23,PLK2
294.926137,-1.466628745,0.143980417,2.65E-25,4.38E-23,MMS22L
767.7024333,-0.944410891,0.092776661,3.22E-25,5.27E-23,OSGIN1
235.524816,-1.820862808,0.180879761,5.93E-25,9.62E-23,GTSE1
166.9692917,-2.156367777,0.213829736,6.82E-25,1.10E-22,TROAP
283.1685059,1.242539971,0.12336256,8.11E-25,1.29E-22,LINC02331
3011.110053,-0.754777447,0.074744132,8.50E-25,1.34E-22,SMAD6
370.2105271,1.354457243,0.135231926,9.90E-25,1.55E-22,TPD52L1
371.3463627,1.178740657,0.118877643,2.77E-24,4.29E-22,KITLG
1567.770928,-0.768768362,0.077048929,3.27E-24,5.03E-22,LAMA3
116.2623573,2.629711796,0.265363566,3.50E-24,5.33E-22,C3
364.138815,-1.72366285,0.174585153,4.15E-24,6.27E-22,CENPI
325.6428289,-1.341244373,0.13579058,5.46E-24,8.18E-22,MCM8
3795.642303,-0.681977232,0.069242458,1.03E-23,1.53E-21,CMIP
273.6876624,-1.495581666,0.152827557,1.13E-23,1.67E-21,B4GALNT1
141.7271103,-2.324505173,0.237153828,1.15E-23,1.68E-21,KIFC1
214.4660513,-1.907459097,0.195658422,1.47E-23,2.12E-21,CDT1
353.8493007,-1.291866127,0.132160756,1.48E-23,2.12E-21,NUP205
295.7676455,-1.817256829,0.186941843,1.57E-23,2.23E-21,NUSAP1
618.0684603,0.874469996,0.089469757,2.02E-23,2.85E-21,ABLIM1
233.5979612,-1.620119932,0.166618477,3.06E-23,4.30E-21,EZH2
403.6574627,1.109788164,0.11454993,3.68E-23,5.12E-21,TIGAR
1170.482036,0.748888799,0.076735211,4.14E-23,5.72E-21,NBEA
142.4645391,-2.279492474,0.236768103,4.83E-23,6.62E-21,TERT
141.9352709,-2.249447785,0.233613641,6.27E-23,8.52E-21,KIF15
351.0140377,-1.253952448,0.130589193,7.91E-23,1.07E-20,PRIM2
1359.264913,-0.780477575,0.080725801,1.02E-22,1.36E-20,EZR
265.645982,-1.896648182,0.199568409,1.34E-22,1.78E-20,ATAD5
110.1826689,-2.59080149,0.271346667,1.48E-22,1.96E-20,CENPU
802.9552243,-0.855970507,0.089469254,1.67E-22,2.18E-20,RGS3
246.9478468,-1.533865839,0.161708243,1.84E-22,2.39E-20,RFC3
1817.650265,-0.820308957,0.085937706,2.04E-22,2.63E-20,NCOA3
309.8486611,-1.285481363,0.135706615,2.15E-22,2.75E-20,INCENP
1920.578164,-0.741527914,0.077867376,2.46E-22,3.13E-20,NPAS2
138.4024003,1.896054337,0.201005058,3.10E-22,3.91E-20,ARID5B
523.6509745,0.991628945,0.104436749,3.48E-22,4.36E-20,ALPK2
218.9720215,-1.781191536,0.189310515,3.64E-22,4.53E-20,CEP55
255.1593703,-1.697890883,0.18109989,5.18E-22,6.41E-20,FANCD2
394.999332,1.270669949,0.135269042,5.58E-22,6.85E-20,MMD
295.5967541,-1.465998155,0.155923891,6.26E-22,7.64E-20,LINC01572
1619.557365,0.862896062,0.091536141,6.32E-22,7.66E-20,FOSL2
274.4259493,-1.316484913,0.141598267,1.03E-21,1.24E-19,ZNF367
327.3151762,-1.73985537,0.186551224,1.04E-21,1.24E-19,SMC4
103.9982488,2.408923458,0.2583704,1.09E-21,1.29E-19,USH1C
917.9323953,0.784052921,0.083640267,1.26E-21,1.49E-19,TRAM1
527.4470878,1.169116133,0.127339636,1.97E-21,2.31E-19,ADAMTS7
2717.965942,-0.687370022,0.073953249,2.11E-21,2.46E-19,PTPRJ
805.2662997,-0.940166715,0.101727797,2.57E-21,2.97E-19,TRAF2
927.3349624,0.910926834,0.098786716,2.88E-21,3.31E-19,COL4A5
309.247115,-1.320314229,0.143516446,3.28E-21,3.74E-19,C19orf48
816.9688669,-1.031476607,0.112185827,3.99E-21,4.52E-19,NPM1
518.7510672,-1.010607823,0.109880754,4.86E-21,5.47E-19,CSE1L
190.5515402,-1.59537485,0.175876784,9.52E-21,1.06E-18,MCM6
501.7933242,1.222660744,0.134696438,1.30E-20,1.44E-18,HGD
344.1557605,-1.457076084,0.161583361,1.50E-20,1.66E-18,TPX2
163.6484313,-2.033843825,0.225374836,1.66E-20,1.83E-18,CKAP2L
244.9785182,-1.601769706,0.178249972,2.13E-20,2.32E-18,WDHD1
118.4832363,-2.162425932,0.240056648,2.41E-20,2.61E-18,CDCA3
160.6778394,-1.886320949,0.210399225,2.52E-20,2.72E-18,BUB1B
232.9976024,-1.378667267,0.154548543,3.69E-20,3.96E-18,KIF18A
274.8054189,-1.328631697,0.148601919,4.25E-20,4.52E-18,TEDC1
101.105171,1.951858566,0.219077717,4.32E-20,4.57E-18,GRIP2
6759.666933,0.752101514,0.083804469,4.75E-20,4.99E-18,PAPPA
444.2238531,-1.029130909,0.115116401,5.22E-20,5.46E-18,LIG1
794.4092725,-0.83492416,0.093593674,5.54E-20,5.73E-18,SNX5
755.8848195,-0.739128643,0.082563426,5.54E-20,5.73E-18,SFMBT2
832.339665,-0.927155673,0.104364151,7.40E-20,7.61E-18,HNRNPF
142.8615844,-2.302983623,0.259758525,7.48E-20,7.64E-18,KNL1
483.0712512,1.074226371,0.120992389,7.66E-20,7.79E-18,NAV3
154.2206472,-1.792739297,0.202743029,7.74E-20,7.82E-18,PKMYT1
196.6887321,-1.561463872,0.177515617,8.92E-20,8.96E-18,TRIP13
268.8596146,-1.321544452,0.149959372,9.58E-20,9.57E-18,C21orf58
231.8905375,-1.484337493,0.168362227,9.84E-20,9.77E-18,EMC3-AS1
731.2011405,-1.05943474,0.120665968,9.93E-20,9.81E-18,ANP32B
137.3510482,-1.939969537,0.220252581,1.08E-19,1.06E-17,CDK1
923.75243,0.790106644,0.088571594,1.11E-19,1.09E-17,IRS1
148.0927675,-1.840769531,0.210237296,1.62E-19,1.58E-17,BUB1
846.8549317,-0.999929961,0.113922268,1.93E-19,1.87E-17,MIR23AHG
457.8653683,1.168073847,0.133608192,2.04E-19,1.96E-17,THBD
1976.878852,-0.586623082,0.066532446,2.26E-19,2.14E-17,SLC6A6
631.5231325,0.838577932,0.09534589,2.25E-19,2.14E-17,SRGAP3
785.2844128,0.810540601,0.092461349,3.03E-19,2.87E-17,LGSN
172.402966,1.425787915,0.164782407,4.12E-19,3.87E-17,GACAT2
1732.182648,-0.742387083,0.084992856,4.58E-19,4.28E-17,PLEKHA7
113.6305295,2.095349351,0.242744927,4.77E-19,4.44E-17,EHF
422.4245861,1.15379561,0.13376752,5.28E-19,4.89E-17,LOC107987243
238.6951405,-1.406128263,0.163307799,6.36E-19,5.86E-17,DBF4B
155.7729108,-1.681698065,0.196078617,7.78E-19,7.12E-17,RFC5
260.7510176,-1.285415648,0.149734594,9.79E-19,8.92E-17,NCAPD3
78.04681316,2.648016328,0.308765547,9.86E-19,8.94E-17,ZNF467
648.1314577,-0.852323702,0.099245399,1.10E-18,9.92E-17,SPATA5
957.6218622,-0.783093514,0.09054322,1.16E-18,1.04E-16,TBCD
287.0649496,1.121209791,0.131059104,1.21E-18,1.08E-16,IGDCC4
455.5601352,1.267190958,0.148639631,1.25E-18,1.11E-16,LOC101928055
926.1816567,-0.958902733,0.111745059,1.26E-18,1.11E-16,GAPDH
2293.483858,-0.599668432,0.069621512,1.39E-18,1.23E-16,TACC2
159.2209179,-1.668281154,0.195901883,1.48E-18,1.29E-16,TYMS
1695.209103,-0.62526376,0.072936426,1.99E-18,1.73E-16,PRKDC
415.3763168,0.928107195,0.108945645,2.35E-18,2.03E-16,MIR99AHG
266.3223251,1.204732288,0.141792537,2.90E-18,2.50E-16,IQCN
2426.236471,-0.619582166,0.073086069,3.27E-18,2.81E-16,NRP1
301.6608635,1.28305646,0.152962133,3.53E-18,3.01E-16,TTLL6
1171.586283,-0.688819433,0.081037676,4.04E-18,3.43E-16,NRIP1
341.4336338,-1.330472861,0.158581253,4.19E-18,3.55E-16,CENPP
65.71878443,2.833440149,0.337959611,4.35E-18,3.66E-16,ABCA12
72.67590717,2.39608486,0.285649948,4.43E-18,3.71E-16,LOC102723769
362.4198497,-0.927553111,0.109932414,5.29E-18,4.42E-16,GABRA5
507.5485265,-0.997067185,0.119028722,5.59E-18,4.64E-16,DLEU2
1714.955872,-0.691737969,0.082218321,5.74E-18,4.74E-16,TGFBI
317.0030355,1.151793073,0.137399888,7.08E-18,5.82E-16,DNAH5
204.3206973,-1.436624971,0.17300024,7.47E-18,6.11E-16,AURKA
364.6039425,-1.447956743,0.174467133,7.86E-18,6.40E-16,HELLS
542.4255349,-1.11195857,0.133330834,7.97E-18,6.46E-16,ATOH8
946.1054461,-0.784756133,0.093851738,8.35E-18,6.74E-16,TUBA1C
121.9051204,-1.90627028,0.230070121,1.07E-17,8.63E-16,POLE2
495.0462724,1.025487539,0.123697618,1.16E-17,9.28E-16,CACNA1H
297.6458691,-1.130559839,0.136483625,1.23E-17,9.77E-16,SIM2
342.754562,-1.175390543,0.141840581,1.35E-17,1.07E-15,FAM83D
127.541905,-1.880884835,0.228544952,1.48E-17,1.17E-15,ASF1B
425.9776914,0.904473098,0.108424181,1.57E-17,1.23E-15,C5
217.655771,-1.344253201,0.163090887,1.58E-17,1.23E-15,VRK1
365.0438027,-1.110605256,0.134677894,1.83E-17,1.42E-15,TACC3
534.2253782,-1.936798449,0.237921296,1.87E-17,1.45E-15,TOP2A
312.2835441,-1.154965998,0.140449287,2.15E-17,1.66E-15,NUP85
154.4203032,1.497655216,0.183338924,2.20E-17,1.69E-15,FBN1
583.1747619,-0.801579475,0.097166428,2.34E-17,1.79E-15,HNRNPA1
179.6320928,1.385426422,0.169492661,2.65E-17,2.02E-15,RBKS
169.4343994,1.571500112,0.193606929,3.70E-17,2.81E-15,CCDC146
178.4663878,1.362143272,0.167851347,4.13E-17,3.12E-15,EDA2R
2986.061352,-0.510775794,0.061957219,4.18E-17,3.14E-15,FNDC3B
264.1755544,1.396358273,0.172145582,4.32E-17,3.23E-15,RTN4RL1
526.62454,-0.919735923,0.112821977,4.33E-17,3.23E-15,TEAD4
159.174179,1.519733127,0.187796174,4.97E-17,3.69E-15,LINC02246
284.6604816,1.661221268,0.206076629,5.64E-17,4.17E-15,CEBPD
113.8738395,1.727390819,0.213797164,5.73E-17,4.22E-15,LINC00607
321.0656011,1.203271548,0.148301896,5.79E-17,4.24E-15,SPTBN4
643.6611322,-1.359423479,0.168079643,5.81E-17,4.24E-15,ANGPTL4
94.39082478,-2.226136471,0.27590879,6.23E-17,4.53E-15,RAD51
1302.592354,-0.550531863,0.067080205,6.42E-17,4.65E-15,DOCK10
187.731253,-1.703513745,0.211253789,6.50E-17,4.69E-15,KIF20B
376.7582915,-1.950532305,0.243672905,7.54E-17,5.42E-15,H1-3
413.1935097,1.124355102,0.13958418,8.80E-17,6.30E-15,S1PR3
305.9551962,1.070131437,0.133314865,1.13E-16,8.02E-15,DCDC2
200.0021794,-1.485737644,0.186018726,1.18E-16,8.38E-15,RACGAP1
146.6303929,-1.59472914,0.19989398,1.26E-16,8.89E-15,GINS4
244.3291696,-1.157321922,0.144881212,1.27E-16,8.91E-15,UPP1
885.6533815,-0.980471879,0.122070473,1.54E-16,1.08E-14,TUBA1B
309.3879822,-1.045228194,0.130112146,1.68E-16,1.18E-14,POC1A
385.2073383,-1.001706151,0.125548828,1.87E-16,1.30E-14,TUBB
211.048668,-1.271182567,0.16003045,1.91E-16,1.32E-14,CENPN
403.6762736,0.954508899,0.119693807,1.91E-16,1.32E-14,PRICKLE2
815.0181026,-0.769360697,0.096214967,2.02E-16,1.39E-14,CACNA2D1
310.8092964,-1.215209121,0.153260927,2.28E-16,1.56E-14,GINS1
65.65537132,2.267315933,0.288218517,2.67E-16,1.82E-14,CRISPLD2
192.8133444,1.167923652,0.147615509,2.76E-16,1.88E-14,SPATA7
1388.862931,-0.534151092,0.066557252,2.83E-16,1.92E-14,ARID1B
138.1333774,-1.723112421,0.218813359,3.00E-16,2.02E-14,MND1
71.53777493,2.13949508,0.274006822,4.26E-16,2.86E-14,TM4SF4
1147.04188,-0.838640903,0.105989778,5.08E-16,3.40E-14,SYNE2
124.6281658,-1.807145035,0.232108121,5.33E-16,3.56E-14,SHCBP1
393.0822923,-0.950108573,0.120703152,5.65E-16,3.75E-14,CLN6
320.356274,-1.032575057,0.132897804,8.27E-16,5.47E-14,EPB41L2
284.8008429,-1.144285415,0.147607307,8.41E-16,5.55E-14,TESC
4005.896267,-0.474717821,0.059969668,9.32E-16,6.12E-14,SMAD3
202.4242402,-1.427424206,0.185138474,1.02E-15,6.69E-14,SPAG5
1246.623605,0.534728992,0.067579417,1.04E-15,6.79E-14,BABAM2
352.2898778,-0.965356316,0.124977456,1.13E-15,7.35E-14,NCAPD2
279.1241967,1.079249097,0.139659301,1.13E-15,7.35E-14,ADAM32
690.5651064,-0.705980896,0.091029201,1.16E-15,7.46E-14,GALNT14
290.0782305,1.119104429,0.145154491,1.34E-15,8.60E-14,TNS1
123.9126911,-1.682700478,0.219236006,1.40E-15,8.97E-14,RADIL
381.5805116,-1.109190221,0.144094656,1.57E-15,1.00E-13,SLC26A2
1985.686156,-0.644923356,0.083137415,1.67E-15,1.06E-13,PDE8A
143.6280674,-1.618651399,0.211081789,1.92E-15,1.22E-13,CCDC150
943.6344685,0.735386852,0.095336838,2.11E-15,1.33E-13,PCSK5
328.16324,-1.359096445,0.179035983,2.14E-15,1.34E-13,TMPO
97.14190288,-1.930977089,0.252269551,2.30E-15,1.44E-13,ORC6
465.9277125,-1.001293002,0.130791736,2.32E-15,1.45E-13,PPIA
612.062209,-0.733914849,0.095412527,2.40E-15,1.50E-13,TRAF3
282.1820647,-1.166441673,0.153100125,2.63E-15,1.63E-13,NUP107
139.5448155,1.549678732,0.204812094,3.01E-15,1.86E-13,FAM71F2
1360.193526,0.866526714,0.113360587,3.21E-15,1.98E-13,MTUS1-DT
1074.669991,-0.640979118,0.082899311,3.49E-15,2.14E-13,PCBP2
96.87825539,-2.085690776,0.275930839,4.22E-15,2.58E-13,NCAPG
197.3237303,-1.576619892,0.208948398,4.66E-15,2.84E-13,BMP6
223.9513266,-1.131934189,0.149885015,4.88E-15,2.96E-13,HDAC5
47.16595775,3.262772163,0.433776503,5.80E-15,3.51E-13,KCNJ16
188.9432514,-1.315271224,0.175812376,6.74E-15,4.07E-13,CEP152
750.0075028,0.878530504,0.11691734,7.54E-15,4.53E-13,MMP24
364.6016511,1.036434899,0.138312503,7.72E-15,4.62E-13,NNMT
92.54542863,1.769031033,0.238126524,9.15E-15,5.46E-13,TMC4
115.477429,-1.901564503,0.256203379,9.50E-15,5.66E-13,PIF1
199.0303524,-1.348483687,0.182660306,1.05E-14,6.21E-13,MCM3
162.8288191,-1.470913318,0.198505468,1.15E-14,6.82E-13,HROB
938.6817567,-0.709058554,0.095096705,1.17E-14,6.89E-13,MIR193BHG
636.9416506,-0.760887915,0.102203378,1.32E-14,7.77E-13,BMERB1
91.51921962,-2.053879881,0.27823661,1.37E-14,8.03E-13,PBK
126.8437882,-1.585248517,0.214640787,1.42E-14,8.28E-13,CCNB2
324.2231619,-0.988417031,0.133723723,1.43E-14,8.29E-13,PTGES
1124.357856,0.817292848,0.10953646,1.43E-14,8.29E-13,FN1
575.3860742,0.775643344,0.103920368,1.48E-14,8.55E-13,CPEB2
272.7276604,-1.17253029,0.159373327,1.78E-14,1.02E-12,MYADM
2319.391015,0.600948851,0.080277202,1.84E-14,1.06E-12,DUSP4
270.8586196,1.058490955,0.143884725,2.17E-14,1.24E-12,LINC01191
825.5053861,-0.645114142,0.086697313,2.34E-14,1.34E-12,PTPN3
450.4820178,0.897141309,0.121731681,2.37E-14,1.35E-12,BAX
885.0919006,-0.641662039,0.085769372,2.74E-14,1.55E-12,SGMS1
195.6908684,1.304389507,0.178666857,2.77E-14,1.56E-12,CCN2
137.4594169,-1.830115382,0.251870815,3.32E-14,1.87E-12,SPC24
210.4365473,-1.313042727,0.180762233,3.35E-14,1.88E-12,RRM1
471.579184,0.895535284,0.122416418,3.57E-14,2.00E-12,PDE3A
194.1885788,-1.221027674,0.168021118,3.62E-14,2.02E-12,E2F7
4899.152902,-0.51591207,0.069559417,3.76E-14,2.09E-12,THSD4
165.1627396,1.291476729,0.17783859,4.01E-14,2.22E-12,NABP1
231.9691581,1.186528614,0.163556302,4.31E-14,2.38E-12,DNAJC27-AS1
98.58654796,1.889472991,0.261991079,4.38E-14,2.41E-12,LOC102723409
289.2104219,-1.21171215,0.168130719,4.92E-14,2.70E-12,DNA2
107.2748292,-1.846314167,0.25643747,4.93E-14,2.70E-12,CDC25C
949.0834728,-0.691085553,0.094424394,4.98E-14,2.72E-12,FUS
132.4653215,1.600388429,0.222605962,5.10E-14,2.77E-12,FGF18
494.2773901,-0.845046451,0.116233165,5.57E-14,3.02E-12,RFWD3
204.9986995,-1.283422377,0.178916916,6.54E-14,3.54E-12,PARPBP
402.4040512,0.918611301,0.127117099,6.67E-14,3.60E-12,KDM6B
80.26307041,-2.099036843,0.293466282,7.21E-14,3.87E-12,ARHGAP11B
4346.8756,-0.441614455,0.060089217,7.39E-14,3.96E-12,FLNB
152.0967676,-1.623746146,0.227735359,7.86E-14,4.20E-12,BRCA2
6711.65434,-0.547715566,0.074739155,8.12E-14,4.32E-12,KRT7
621.1239457,0.834615135,0.115758889,8.52E-14,4.52E-12,SERINC5
470.7859183,0.728416979,0.10071879,8.88E-14,4.70E-12,FRAS1
115.7136748,1.735163049,0.244114077,8.96E-14,4.72E-12,LOC105375451
2908.249041,-0.510284653,0.069727171,8.98E-14,4.72E-12,ITGB5
479.8028373,-0.759787044,0.105251846,9.17E-14,4.81E-12,LINC00842
320.0406925,1.192135153,0.171699896,9.29E-14,4.86E-12,ANKRD1
353.5788684,0.987302495,0.137815642,9.62E-14,5.02E-12,TBC1D2
64.27970952,-2.670118967,0.374544433,1.15E-13,5.99E-12,SPC25
983.2950116,-0.805234784,0.111580146,1.22E-13,6.35E-12,ID1
49.46657866,2.466336262,0.349364038,1.31E-13,6.75E-12,LOC107985706
388.2203193,1.030304333,0.144967934,1.31E-13,6.76E-12,GLRX
863.41691,-0.946505413,0.132822251,1.34E-13,6.87E-12,LDHA
48.1419291,2.654315262,0.377155497,1.38E-13,7.05E-12,CXCL1
312.7889317,1.149625799,0.162230501,1.38E-13,7.07E-12,CAND1.11
165.654355,-1.308584926,0.185327305,1.62E-13,8.27E-12,CDC25A
375.0292046,-0.846361942,0.118914559,1.66E-13,8.41E-12,CPNE2
496.000546,-0.770291637,0.107575176,1.68E-13,8.52E-12,UNKL
168.4654769,-1.576551249,0.224502893,1.81E-13,9.15E-12,ADGRG2
190.9861936,1.127906849,0.160466662,2.18E-13,1.10E-11,DAB2
269.448248,1.055602911,0.149862597,2.21E-13,1.11E-11,AKAP6
588.4896668,0.656641265,0.091872888,2.21E-13,1.11E-11,PHLDB2
157.5019031,-1.480851617,0.210521868,2.24E-13,1.12E-11,ARHGEF39
325.5907469,-1.008878969,0.143499584,2.42E-13,1.21E-11,SKA2
945.177307,0.559593532,0.077962085,2.47E-13,1.22E-11,CTIF
1483.605903,-0.490413102,0.068366405,2.47E-13,1.22E-11,TCF7L2
4370.107355,-0.507775429,0.070925904,2.54E-13,1.25E-11,TBC1D8
309.7673874,-0.900717436,0.127976749,2.62E-13,1.29E-11,POLD3
610.5749119,-0.807354309,0.113909379,2.67E-13,1.31E-11,CDC25B
498.6699879,0.768865304,0.108722074,2.72E-13,1.33E-11,HEG1
406.3391266,-0.829787441,0.117668851,2.73E-13,1.34E-11,FRMD8
390.4241125,-0.939213145,0.135009308,2.77E-13,1.35E-11,FBLN1
